trial,geno,rep,unique,sc,MT,FF,F50,MF50,HT,WD,BM,LT,HM,HI,HD,CL,RR,BS,BR,BU,HC,HE,HS,HU,HR,OQ,FC,note.geno,note.plot
2,B122,2,B122_row-26_rep-2_W,6,108,119,129,21,52.832,86.868,687,10,88.9,12.9403202328967,71.1,35.4,23.8,1.98,5,3,3,3,2,2,4,2,0,"extreme lats, irregular heading and flowering",one late heading Oct 29th 
2,B122,3,B122_row-27_rep-3_E,6,112,122,134,22,78.994,81.026,661.3,20,27.7,4.18871918947528,49.8,21.6,15.6,1.94,5,3,1,5,2,3,4,2,0,"extreme lats, irregular heading and flowering","extreme lats on some plants , irregular heading "
0,B123,1,D07_row-1_rep-GBS1_E,,84,72,NA,NA,42.672,64.77,562.2,7,64.1,11.4016364283173,38.5,23.3,18.4,2.04,4,2,2,3,2,1,3,2,0,not enough plants,
1,B123,1,B123_row-4_rep-1_E,5,109,129,134,25,59.182,51.562,307.5,14,27.9,9.07317073170732,41.5,19.3,10.8,2.38,5,4,3,5,2,2,4,2,0,not enough plants,
1,B123,2,B123_row-10_rep-2_W,5,114,130,171,57,43.942,57.404,321.2,7,45.1,14.041095890411,36,20.8,18.6,1.3,2,4,1,3,2,1,2,1,0,not enough plants,
1,B123,3,B123_row-14_rep-3_E,5,124,135,142,18,37.846,67.818,314.8,0,51,16.2007623888183,30.6,18.4,18.3,1.86,5,3,3,4,4,3,4,2,0,not enough plants,
2,B123,1,B123_row-20_rep-1_E,9,111,99,136,25,49.276,63.246,609.3,3,60.5,9.92942721155424,52.3,23.9,14.7,2.5,5,3,4,3,2,3,5,2,0,not enough plants,
2,B123,2,B123_row-26_rep-2_W,2,91,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,3,4,3,0,not enough plants,dont know where heading data is--only 2 plants :(
2,B123,3,B123_row-27_rep-3_E,3,83,109,113,30,30.734,67.818,381.1,1,59.4,15.5864602466544,57.3,23.8,19.1,2.02,4,4,NA,3,2,2,4,2,0,not enough plants,
0,B124,1,D08_row-1_rep-GBS1_E,5,79,93,98,19,35.052,73.406,856.1,9,140.6,16.4233150332905,59.2,24.6,15.9,1.3,3,3,5,3,2,3,3,3,0,no notes,
1,B124,1,B124_row-4_rep-1_E,9,109,127,133,24,41.656,56.896,367,0,64.7,17.6294277929155,57.7,21.1,6.3,1.68,3,4,2,4,2,1,3,2,0,irregular heading and flowering,
1,B124,2,B124_row-9_rep-2_W,10,126,134,145,19,37.084,64.516,372.3,1,55.2,14.8267526188558,48.9,24.3,19.2,2.78,4,3,3,3,3,4,4,2,0,irregular heading and flowering,"one very earpy flowered, did not keep data from"
1,B124,3,B124_row-15_rep-3_E,11,102,129,142,40,42.672,54.61,464.8,8,72.3,15.5550774526678,48.2,22.3,18.1,2.68,4,4,4,3,2,2,3,2,0,irregular heading and flowering,
2,B124,1,B124_row-20_rep-1_E,7,100,109,128,28,41.402,71.628,449.6,7,100.7,22.3976868327402,87.1,40.5,16.2,2.36,5,4,3,3,2,3,4,3,0,irregular heading and flowering,
2,B124,2,B124_row-23_rep-2_E,8,104,105,112,8,43.942,86.868,716.2,4,161.6,22.563529740296,90,35.3,20.8,2.92,4,2,3,3,2,2,4,3,0,irregular heading and flowering,irregular heading and flowering 
2,B124,3,B124_row-31_rep-3_E,8,98,105,116,18,39.37,53.848,311.2,7,74.5,23.939588688946,55.3,27.8,22.4,2.32,4,3,3,4,2,2,4,2,0,irregular heading and flowering,
0,B125,1,D09_row-1_rep-GBS1_E,5,69,97,101,32,43.688,74.93,734.7,16,78.1,10.6301891928678,43,30,6.1,1.24,3,3,2,3,1,2,2,2,0,irregular heading and flowering,EXTREME (TM) laterals
1,B125,1,B125_row-4_rep-1_E,8,113,134,148,35,41.91,73.152,869,12,118.9,13.6823935558113,75.9,38.1,25.2,1.38,3,4,3,3,2,1,3,2,0,irregular heading and flowering," extreme lats,irregular heading and flowering "
1,B125,2,B125_row-11_rep-2_E,11,133,141,178,45,46.482,54.61,271.3,6,45.5,16.7711021009952,49.8,24.9,14.1,2.22,4,3,3,4,3,3,4,3,0,irregular heading and flowering, extreme lats
1,B125,3,B125_row-13_rep-3_W,9,110,120,137,27,45.974,54.61,583.3,7,93.1,15.9609120521173,69.3,29.3,16.3,2.36,4,2,3,4,3,2,4,3,0,irregular heading and flowering, extreme lats
2,B125,1,B125_row-20_rep-1_E,6,107,104,147,40,45.212,91.44,706.1,12,72.1,10.2110182693669,39.4,20.5,12.9,2.52,5,4,2,3,3,2,4,2,0,irregular heading and flowering," extreme lats,extreme lats, irregular heading and flowering  "
2,B125,2,B125_row-24_rep-2_E,6,101,111,128,27,42.164,60.96,413.2,14,91.8,22.216844143272,57.9,26.3,14.7,3,5,2,3,3,2,2,3,2,0,irregular heading and flowering," extreme lats,irregular flowering and heading  "
2,B125,3,B125_row-32_rep-3_E,7,104,112,121,17,52.07,73.66,577.9,12,68.8,11.90517390552,58.4,26.9,19.8,1.8,5,3,3,4,3,3,4,3,0,irregular heading and flowering, extreme lats
0,B126,1,D10_row-1_rep-GBS1_E,4,69,99,102,33,36.322,69.088,363,5,80.5,22.1763085399449,63,29.8,17.4,2.44,5,4,2,3,3,3,4,3,0,irregular heading and flowering,
1,B126,1,B126_row-5_rep-1_W,5,121,127,135,14,57.404,74.93,654.1,19,69.2,10.5794221067115,60.6,23.3,26.3,3.5,3,2,2,4,2,1,2,2,0,irregular heading and flowering,
1,B126,2,B126_row-11_rep-2_E,8,112,129,171,59,37.592,55.626,412.3,12,82.5,20.0097016735387,49.5,33,14.1,1.88,4,4,2,3,2,2,3,2,0,irregular heading and flowering,irregular heading and flowering 
1,B126,3,B126_row-16_rep-3_E,7,106,115,128,22,52.832,50.8,237,2,20.9,8.81856540084388,33.7,18.8,6.2,1.6,4,3,2,4,3,2,4,2,0,irregular heading and flowering,
2,B126,1,B126_row-20_rep-1_E,3,98,104,109,11,41.402,74.422,432.6,8,89.4,20.6657420249653,70.2,31.6,20.2,2.68,4,3,3,3,3,2,3,3,0,irregular heading and flowering,
2,B126,2,B126_row-26_rep-2_W,3,114,125,130,16,45.212,56.388,632.5,0,77.6,12.2687747035573,77.1,26.8,16.2,2.96,5,4,3,3,2,3,4,2,0,irregular heading and flowering,maybe take a different head?? 
2,B126,3,B126_row-31_rep-3_E,2,99,113,121,22,40.64,82.042,1068.2,9,196.3,18.3767084815578,80.8,35.8,31.8,2.02,5,4,5,2,3,3,4,4,0,irregular heading and flowering,
0,B127,1,D11_row-1_rep-GBS1_E,5,161,NA,NA,NA,65.786,77.724,1258.5,21,95.2,7.56456098529996,22.5,9.3,10.8,2.12,2,2,3,3,3,2,3,2,NA,irregular heading and flowering, extreme lats
1,B127,1,B127_row-5_rep-1_W,7,186,176,193,7,69.342,91.186,769.7,21,55,7.14564115889308,25.8,12.7,12,2.54,4,3,1,3,3,2,3,2,0,irregular heading and flowering," extreme lats,irregular heading and flowering. two heads Oct 29th  "
1,B127,2,B127_row-9_rep-2_W,8,188,181,NA,NA,55.626,85.09,712.3,14,93,13.0562965042819,32.2,15.5,15,3.04,4,2,2,3,3,2,3,2,0,irregular heading and flowering," extreme lats,only 2 heading Oct 29th  "
1,B127,3,B127_row-15_rep-3_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B127,1,B127_row-20_rep-1_E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B127,2,B127_row-28_rep-2_E,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B127,3,B127_row-29_rep-3_W,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
0,B128,1,D12_row-1_rep-GBS1_E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
1,B128,1,B128_row-5_rep-1_W,8,193,NA,NA,NA,60.96,87.63,800.6,26,69.6,8.69347989008244,38.4,18.2,16.8,2.62,4,3,2,3,3,3,3,2,NA,irregular heading and flowering," extreme lats,two heads ready oct 29th  "
1,B128,2,B128_row-10_rep-2_W,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
1,B128,3,B128_row-18_rep-3_W,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering," extreme lats,curly  "
2,B128,1,B128_row-20_rep-1_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B128,2,B128_row-27_rep-2_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B128,3,B128_row-30_rep-3_W,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
0,B129,1,E01_row-1_rep-GBS1_E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
1,B129,1,B129_row-5_rep-1_W,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
1,B129,2,B129_row-9_rep-2_W,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
1,B129,3,B129_row-17_rep-3_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B129,1,B129_row-20_rep-1_E,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B129,2,B129_row-25_rep-2_W,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B129,3,B129_row-30_rep-3_W,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
0,B130,1,E02_row-1_rep-GBS1_E,5,116,114,128,12,51.308,70.104,690.1,0,73,10.5781770757861,76.9,36.3,15.7,0.66,5,4,3,4,2,3,3,2,0,irregular heading and flowering, extreme lats
1,B130,1,B130_row-5_rep-1_W,12,143,167,178,35,54.102,81.28,591.6,0,110,18.5936443542934,87.1,28.9,22.5,0.6,5,3,3,3,2,2,3,1,0,irregular heading and flowering, extreme lats
1,B130,2,B130_row-11_rep-2_E,12,148,184,NA,NA,51.308,59.69,449.3,0,71.2,15.8468729134209,68.3,34.4,16.1,0.46,5,3,3,3,3,2,3,2,NA,irregular heading and flowering," extreme lats,irregular heading and flowering  "
1,B130,3,B130_row-16_rep-3_E,11,140,149,178,38,39.116,94.488,1187.7,0,217.4,18.3042855940052,97.4,43.9,15.2,0.42,5,5,4,1,3,4,3,1,0,irregular heading and flowering," extreme lats,irregular heading and flowering  "
2,B130,1,B130_row-20_rep-1_E,11,123,NA,NA,NA,37.846,81.026,531,0,66.5,12.5235404896422,62.1,29.2,14.1,0.74,5,4,4,2,3,2,3,2,NA,irregular heading and flowering, extreme lats
2,B130,2,B130_row-24_rep-2_E,11,123,NA,NA,NA,41.148,83.82,612,0,90.7,14.8202614379085,69.7,34.8,18.4,0.94,5,4,3,2,3,2,3,2,NA,irregular heading and flowering, extreme lats
2,B130,3,B130_row-29_rep-3_W,11,139,NA,NA,NA,52.832,59.69,485,0,86.3,17.7938144329897,77.4,29.6,22.7,0.46,5,3,4,4,2,2,3,2,NA,irregular heading and flowering, extreme lats
0,B131,1,E03_row-1_rep-GBS1_E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
1,B131,1,B131_row-6_rep-1_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,slow
1,B131,2,B131_row-12_rep-2_E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
1,B131,3,B131_row-15_rep-3_E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,irregular heading. only one head on Oct 15 
2,B131,1,B131_row-22_rep-1_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,
2,B131,2,B131_row-23_rep-2_E,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering,slow... 
